,location,date,time,harassment_type,reported_by,description
3025,"Kyoto, Japan",2022-03-29,10:12:25,domestic_violence,non-victim,The victim reported repeated physical abuse at home.
3026,"Kolkata, India",2023-08-06,00:02:43,sexual_assault,non-victim,The victim was harassed in a public place by an unknown person.
3027,"Kolkata, India",2023-08-24,07:24:33,drug_offense,victim,Police seized a large quantity of banned drugs.
3028,"Vasai-Virar, India",2023-08-18,05:24:02,fraud,non-victim,A business reported fraudulent transactions in their records.
3029,"Allahabad, India",2022-07-05,13:33:43,assault,victim,A suspect punched and kicked the victim during an altercation.
3030,"Chicago, USA",2021-12-25,04:12:20,assault,victim,The victim sustained injuries after being assaulted by a stranger.
3031,"Gold Coast, Australia",2025-01-28,23:35:07,firearm_offense,victim,A suspect was found carrying an unlicensed weapon.
3032,"Bangalore, India",2022-12-04,18:35:47,illegal_possession,victim,Police confiscated unauthorized materials from the suspect.
3033,"Indore, India",2024-10-28,00:01:38,arson,victim,"A building was deliberately set on fire, causing significant damage."
3034,"Bhopal, India",2022-10-30,13:13:14,vehicle_stolen,non-victim,The victim’s motorcycle was taken while parked outside a store.
3035,"Hyderabad, India",2024-04-06,00:55:05,kidnapping,victim,The victim was forcefully taken and held for ransom.
3036,"Allahabad, India",2021-01-02,11:05:01,drug_offense,victim,Police seized a large quantity of banned drugs.
3037,"Philadelphia, USA",2024-01-30,21:51:43,kidnapping,victim,A child was abducted near a school by an unknown suspect.
3038,"Raipur, India",2024-11-16,15:44:22,arson,victim,"A building was deliberately set on fire, causing significant damage."
3039,"Chennai, India",2025-01-17,00:38:08,burglary,non-victim,Burglars were caught on CCTV entering a local business at night.
3040,"Kawasaki, Japan",2020-05-21,10:33:45,illegal_possession,victim,A suspect was arrested for possessing illegal substances.
3041,"Kawasaki, Japan",2022-12-18,08:55:12,domestic_violence,victim,The victim suffered emotional and physical abuse over months.
3042,"Canberra, Australia",2024-08-31,19:41:59,counterfeiting,non-victim,The suspect was caught selling counterfeit goods online.
3043,"Kalyan-Dombivli, India",2022-02-21,21:10:30,identity_theft,victim,The victim’s personal details were used to open fake bank accounts.
3044,"Dallas, USA",2022-04-02,19:27:31,drug_offense,victim,Police seized a large quantity of banned drugs.
3045,"Philadelphia, USA",2025-01-20,10:22:41,drug_offense,non-victim,A suspect was caught selling illegal substances in the area.
3046,"Navi Mumbai, India",2024-03-01,13:41:06,traffic_violation,victim,A driver was caught speeding in a restricted area.
3047,"Faridabad, India",2024-11-22,16:21:15,public_intoxication,victim,An intoxicated person caused a disturbance in a public place.
3048,"Chennai, India",2021-01-11,02:20:48,extortion,non-victim,A suspect blackmailed a businessman for protection fees.
3049,"Yokohama, Japan",2021-09-03,12:16:03,fraud,victim,The victim was scammed into transferring money to a fake account.
3050,"Patna, India",2023-04-27,22:22:28,homicide,non-victim,A suspect was arrested in connection with a murder case.
3051,"Melbourne, Australia",2022-03-09,01:27:51,extortion,victim,The victim was coerced into handing over valuable property.
3052,"Hyderabad, India",2022-07-07,23:56:32,arson,non-victim,An unknown suspect ignited a vehicle in a parking lot.
3053,"Guwahati, India",2022-01-21,11:14:11,vehicle_stolen,victim,Authorities recovered a stolen vehicle from a hidden location.
3054,"Montpellier, France",2020-11-16,10:09:40,illegal_possession,victim,Police confiscated unauthorized materials from the suspect.
3055,"Gold Coast, Australia",2023-12-20,03:24:07,arson,victim,"A building was deliberately set on fire, causing significant damage."
3056,"Chennai, India",2021-11-26,11:38:07,vandalism,victim,The victim’s home was vandalized overnight by unknown individuals.
3057,"Jodhpur, India",2021-10-23,15:04:46,arson,non-victim,An unknown suspect ignited a vehicle in a parking lot.
3058,"Gold Coast, Australia",2021-05-31,22:02:35,robbery,victim,The victim was attacked and had their wallet taken by force.
3059,"Adelaide, Australia",2021-11-11,04:05:25,firearm_offense,non-victim,Police arrested an individual for illegal firearm possession.
3060,"Agra, India",2023-01-10,22:32:39,counterfeiting,non-victim,Fake currency notes were found in a local shop.
3061,"Chennai, India",2021-01-10,19:15:45,vehicle_stolen,non-victim,Authorities recovered a stolen vehicle from a hidden location.
3062,"Pune, India",2020-11-10,22:04:07,vehicle_stolen,non-victim,A suspect stole a car from a parking lot.
3063,"Hyderabad, India",2022-05-04,00:02:22,identity_theft,non-victim,The victim’s personal details were used to open fake bank accounts.
3064,"Jodhpur, India",2022-07-16,18:29:11,burglary,victim,The victim reported unauthorized entry into their apartment.
3065,"Jabalpur, India",2024-03-23,06:33:48,kidnapping,non-victim,A child was abducted near a school by an unknown suspect.
3066,"Sapporo, Japan",2021-12-23,12:33:47,vandalism,non-victim,Public property was defaced with graffiti and damage.
3067,"Fukuoka, Japan",2021-12-09,00:00:13,assault,non-victim,The victim sustained injuries after being assaulted by a stranger.
3068,"Ludhiana, India",2023-05-28,14:35:05,burglary,victim,A suspect broke into the victim's house and stole valuables.
3069,"Nashik, India",2025-01-06,07:48:43,firearm_offense,victim,A suspect was found carrying an unlicensed weapon.
3070,"Nice, France",2023-08-10,02:51:33,drug_offense,victim,A suspect was caught selling illegal substances in the area.
3071,"Bordeaux, France",2024-07-11,02:09:41,cybercrime,non-victim,A phishing email tricked the victim into revealing bank details.
3072,"Raipur, India",2023-11-30,15:21:15,arson,non-victim,The victim’s property was intentionally burned down.
3073,"Nagoya, Japan",2023-04-28,07:48:43,vehicle_stolen,victim,A suspect stole a car from a parking lot.
3074,"Coimbatore, India",2021-04-20,10:47:15,drug_offense,victim,A suspect was caught selling illegal substances in the area.
3075,"Agra, India",2022-01-30,01:09:03,traffic_violation,victim,"An individual ran a red light, causing a near accident."
3076,"Vijayawada, India",2023-09-09,03:49:46,illegal_possession,victim,A suspect was arrested for possessing illegal substances.
3077,"Manchester, UK",2020-01-07,12:55:44,assault,non-victim,A suspect punched and kicked the victim during an altercation.
3078,"Osaka, Japan",2022-05-13,14:19:28,vehicle_stolen,non-victim,Authorities recovered a stolen vehicle from a hidden location.
3079,"Saitama, Japan",2024-11-16,00:32:41,extortion,non-victim,A suspect blackmailed a businessman for protection fees.
3080,"Navi Mumbai, India",2020-09-21,22:11:50,drug_offense,non-victim,Police seized a large quantity of banned drugs.
3081,"Jabalpur, India",2020-01-05,13:20:49,burglary,non-victim,A suspect broke into the victim's house and stole valuables.
3082,"Thane, India",2024-08-18,09:36:48,illegal_possession,victim,A suspect was arrested for possessing illegal substances.
3083,"Melbourne, Australia",2020-06-23,09:34:29,fraud,victim,A suspect created false documents to claim financial benefits.
3084,"Ludhiana, India",2024-08-01,16:07:26,robbery,victim,A store was robbed at gunpoint late at night.
3085,"Ludhiana, India",2020-05-26,16:51:07,domestic_violence,non-victim,A suspect was arrested for assaulting their spouse.
3086,"Kanpur, India",2022-12-07,07:33:24,counterfeiting,non-victim,A large batch of fake identification documents was seized.
3087,"Brisbane, Australia",2022-03-18,06:35:31,homicide,victim,"A body was discovered at the crime scene, leading to an investigation."
3088,"Glasgow, UK",2022-05-20,19:37:59,domestic_violence,victim,The victim suffered emotional and physical abuse over months.
3089,"Kalyan-Dombivli, India",2024-08-24,18:09:07,drug_offense,victim,Police seized a large quantity of banned drugs.
3090,"Kolkata, India",2020-10-04,18:55:05,public_intoxication,victim,An intoxicated person caused a disturbance in a public place.
3091,"Los Angeles, USA",2024-04-22,21:28:33,vandalism,victim,A suspect was caught damaging parked vehicles in the area.
3092,"Strasbourg, France",2022-02-27,05:58:33,domestic_violence,non-victim,The victim reported repeated physical abuse at home.
3093,"Philadelphia, USA",2020-05-29,17:40:56,arson,non-victim,The victim’s property was intentionally burned down.
3094,"San Antonio, USA",2024-03-17,07:32:53,arson,victim,The victim’s property was intentionally burned down.
3095,"San Jose, USA",2023-08-18,22:40:18,vehicle_stolen,non-victim,Authorities recovered a stolen vehicle from a hidden location.
3096,"Kolkata, India",2023-11-07,00:36:28,drug_offense,victim,An individual was found in possession of narcotics during a search.
3097,"Yokohama, Japan",2022-12-26,06:01:31,burglary,victim,Burglars were caught on CCTV entering a local business at night.
3098,"Bangalore, India",2023-12-09,00:20:41,assault,victim,A suspect punched and kicked the victim during an altercation.
3099,"Chennai, India",2023-01-05,13:08:00,traffic_violation,non-victim,A suspect was fined for reckless driving.
3100,"Kawasaki, Japan",2024-05-27,05:55:48,fraud,non-victim,The victim was scammed into transferring money to a fake account.
3101,"Houston, USA",2022-02-28,02:19:53,vehicle_stolen,non-victim,The victim’s motorcycle was taken while parked outside a store.
3102,"San Diego, USA",2020-12-05,18:55:51,sexual_assault,non-victim,A suspect was arrested for inappropriate behavior towards a minor.
3103,"Phoenix, USA",2024-10-05,19:31:11,burglary,victim,The victim reported unauthorized entry into their apartment.
3104,"Paris, France",2021-05-23,18:55:08,identity_theft,victim,A suspect was caught using someone else’s credentials illegally.
3105,"Delhi, India",2020-04-12,11:51:45,drug_offense,victim,Police seized a large quantity of banned drugs.
3106,"Nice, France",2024-09-25,00:35:42,firearm_offense,victim,Police arrested an individual for illegal firearm possession.
3107,"Houston, USA",2023-01-08,22:39:09,burglary,non-victim,A suspect broke into the victim's house and stole valuables.
3108,"Guwahati, India",2024-05-06,05:37:49,domestic_violence,victim,A suspect was arrested for assaulting their spouse.
3109,"Montpellier, France",2020-01-28,08:08:12,shoplifting,non-victim,A suspect was caught stealing items from a retail store.
3110,"Nagoya, Japan",2024-07-15,01:44:30,illegal_possession,non-victim,The victim reported unlawful items in a neighbor’s possession.
3111,"Madurai, India",2023-11-11,17:59:52,arson,non-victim,The victim’s property was intentionally burned down.
3112,"Kawasaki, Japan",2020-04-13,17:19:50,domestic_violence,non-victim,The victim reported repeated physical abuse at home.
3113,"Tokyo, Japan",2024-12-27,10:46:09,shoplifting,non-victim,Store security apprehended an individual for shoplifting.
3114,"Jabalpur, India",2024-08-29,21:11:26,shoplifting,non-victim,The victim’s business suffered repeated theft incidents.
3115,"Vadodara, India",2024-11-23,05:18:07,extortion,non-victim,The victim was coerced into handing over valuable property.
3116,"Solapur, India",2024-01-15,19:48:06,vehicle_stolen,non-victim,A suspect stole a car from a parking lot.
3117,"Osaka, Japan",2021-05-19,21:17:49,fraud,victim,The victim was scammed into transferring money to a fake account.
3118,"Dhanbad, India",2022-12-24,18:43:25,traffic_violation,victim,A driver was caught speeding in a restricted area.
3119,"Jodhpur, India",2023-08-01,12:52:13,public_intoxication,non-victim,A disorderly individual was escorted away by authorities.
3120,"Lille, France",2022-09-10,10:01:08,identity_theft,victim,An individual’s identity was stolen for online fraud.
3121,"Indore, India",2020-09-23,12:44:40,arson,victim,"A building was deliberately set on fire, causing significant damage."
3122,"Ludhiana, India",2020-02-07,08:37:44,arson,victim,"A building was deliberately set on fire, causing significant damage."
3123,"Wollongong, Australia",2020-09-11,04:03:56,sexual_assault,victim,A suspect was arrested for inappropriate behavior towards a minor.
3124,"Lucknow, India",2020-07-05,02:42:19,shoplifting,non-victim,Store security apprehended an individual for shoplifting.
3125,"Kawasaki, Japan",2020-09-02,02:35:13,assault,non-victim,The victim was physically attacked in a public area.
3126,"Pune, India",2024-06-13,09:37:50,kidnapping,non-victim,Police rescued an individual who had been kidnapped for days.
3127,"Brisbane, Australia",2023-07-22,21:34:00,cybercrime,victim,Personal data was stolen through an online scam.
3128,"Solapur, India",2020-04-19,10:19:56,traffic_violation,victim,A suspect was fined for reckless driving.
3129,"Howrah, India",2020-12-10,04:15:01,illegal_possession,victim,The victim reported unlawful items in a neighbor’s possession.
3130,"Manchester, UK",2022-11-25,10:59:25,homicide,non-victim,"A body was discovered at the crime scene, leading to an investigation."
3131,"Delhi, India",2024-07-02,06:12:32,sexual_assault,victim,The victim reported unwanted physical advances by the suspect.
3132,"Vasai-Virar, India",2022-08-10,01:15:17,robbery,non-victim,The victim was attacked and had their wallet taken by force.
3133,"Perth, Australia",2020-12-10,20:02:24,counterfeiting,victim,A large batch of fake identification documents was seized.
